#NSGA2
popsize 50
maxGen 200
numVar 2
numObj 2
numCons 0
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 200
currentGen	1
evaluateCount	50
totalTime	0.0298985
firstFrontCount	22
frontCount	5
avgEvalTime	1.115e-05
#end
Var1	Var2	Obj1	Obj2	
4.35067	4.59606	160.208	0.584803	
4.20618	4.45598	150.191	0.926108	
0.478666	1.0001	4.91728	36.4417	
3.82483	3.26703	101.211	4.38421	
3.63213	3.96259	115.578	2.9473	
1.20015	1.32113	12.743	27.9729	
3.97965	4.21663	134.47	1.65479	
4.55178	4.67987	170.48	0.303378	
3.92346	4.68052	149.203	1.26101	
1.97458	0.915666	18.9497	25.8349	
4.01765	3.40838	111.034	3.49826	
4.6716	4.34567	162.835	0.535997	
2.48305	3.36635	69.9913	9.00386	
3.81468	4.00388	122.331	2.39724	
1.89295	1.22908	20.3755	23.8736	
0.0826708	0.353882	0.528266	45.7665	
2.09989	2.24933	37.8761	15.9768	
1.05715	0.927709	7.91286	32.1296	
1.90593	1.244	20.7204	23.6808	
2.02349	2.0453	33.1111	17.5898	
1.42559	1.20605	13.9475	27.1704	
2.09093	2.09365	35.0213	16.9096	
1.27961	0.88251	9.66494	30.795	



#Generation 56 / 200
currentGen	56
evaluateCount	2800
totalTime	4.45483
firstFrontCount	50
frontCount	1
avgEvalTime	1.124e-05
#end
Var1	Var2	Obj1	Obj2	
5	5	200	0	
0	0	0	50	
0	0	0	50	
5	5	200	0	
2.75413	3.57085	81.3449	7.08639	
4.74908	4.86721	184.974	0.0805954	
4.55178	4.67987	170.48	0.303378	
3.24556	3.35332	87.1138	5.78959	
3.08526	3.78568	95.401	5.14078	
1.97458	0.915666	18.9497	25.8349	
3.16262	2.7516	70.2939	8.43127	
1.85838	1.50494	22.8737	22.0852	
0.405513	0.272513	0.954817	43.4584	
5	4.89429	195.816	0.0111748	
3.81468	4.00388	122.331	2.39724	
3.94661	4.07969	128.878	1.95662	
1.42559	1.20605	13.9475	27.1704	
0.0826708	0.353882	0.528266	45.7665	
0.789005	0.997157	6.4674	33.7552	
0.485614	0.552315	2.16349	40.1616	
0.521418	0.340285	1.55068	41.7706	
1.26776	1.0366	10.7271	29.6381	
4.20618	4.45598	150.191	0.926108	
3.59198	3.59543	103.318	3.95534	
1.99076	1.60908	26.209	20.5539	
2.20058	2.35156	41.4895	14.851	
1.20015	1.32113	12.743	27.9729	
1.27961	0.88251	9.66494	30.795	
3.82483	3.26703	101.211	4.38421	
2.90551	2.24683	53.9608	11.9669	
4.35067	4.59606	160.208	0.584803	
3.92346	4.68052	149.203	1.26101	
0.498654	1.06147	5.50153	35.7741	
2.33174	2.70915	51.1061	12.3676	
0.478666	1.0001	4.91728	36.4417	
4.20449	4.14403	139.403	1.36553	
1.75301	1.94101	27.3622	19.9004	
2.34329	2.50261	47.0162	13.2951	
2.38036	2.36593	45.0548	13.8009	
2.95633	2.6766	63.6162	9.57479	
0	0.216762	0.187943	47.8794	
4.54202	4.43395	161.159	0.530157	
2.48305	3.36635	69.9913	9.00386	
3.97965	4.21663	134.47	1.65479	
4.01765	3.40838	111.034	3.49826	
2.09093	2.09365	35.0213	16.9096	
1.89295	1.22908	20.3755	23.8736	
0.42075	0.838866	3.52291	38.2846	
2.06866	1.82838	30.4893	18.6519	
1.90593	1.244	20.7204	23.6808	



#Generation 57 / 200
currentGen	57
evaluateCount	2850
totalTime	4.47898
firstFrontCount	50
frontCount	1
avgEvalTime	1.472e-05
#end
Var1	Var2	Obj1	Obj2	
5	5	200	0	
0	0	0	50	
0	0	0	50	
5	5	200	0	
4.01765	3.40838	111.034	3.49826	
3.24556	3.35332	87.1138	5.78959	
1.97458	0.915666	18.9497	25.8349	
3.08526	3.78568	95.401	5.14078	
2.06866	1.82838	30.4893	18.6519	
1.61281	1.54479	19.9501	23.4115	
0.0826708	0.353882	0.528266	45.7665	
2.1694	3.18094	59.2987	11.3213	
0	0.216762	0.187943	47.8794	
0.405513	0.272513	0.954817	43.4584	
0.485614	0.552315	2.16349	40.1616	
2.09093	2.09365	35.0213	16.9096	
2.20058	2.35156	41.4895	14.851	
4.02662	3.77182	121.761	2.45591	
1.27961	0.88251	9.66494	30.795	
1.42559	1.20605	13.9475	27.1704	
2.29146	2.01925	37.3126	16.2211	
0.521418	0.340285	1.55068	41.7706	
1.26776	1.0366	10.7271	29.6381	
2.75413	3.57085	81.3449	7.08639	
4.69978	4.57682	172.141	0.269215	
1.85838	1.50494	22.8737	22.0852	
5	4.58007	183.908	0.176337	
3.59198	3.59543	103.318	3.95534	
5	4.89429	195.816	0.0111748	
3.62032	2.62035	79.8919	7.56626	
0.789005	0.997157	6.4674	33.7552	
4.20618	4.45598	150.191	0.926108	
1.20015	1.32113	12.743	27.9729	
3.33277	2.66009	72.7337	8.25483	
3.82483	3.26703	101.211	4.38421	
4.74908	4.86721	184.974	0.0805954	
4.35067	4.59606	160.208	0.584803	
2.90551	2.24683	53.9608	11.9669	
0.498654	1.06147	5.50153	35.7741	
1.75301	1.94101	27.3622	19.9004	
3.00827	2.59963	63.2311	9.72876	
0.759961	0.519527	3.3898	38.0526	
2.48305	3.36635	69.9913	9.00386	
1.25934	0.656661	8.0686	32.8571	
4.54202	4.43395	161.159	0.530157	
4.52059	4.68886	169.685	0.326642	
4.06657	4.32509	140.974	1.32679	
2.95633	2.6766	63.6162	9.57479	
0.478666	1.0001	4.91728	36.4417	
1.8105	1.69414	24.5921	21.1016	



#Generation 58 / 200
currentGen	58
evaluateCount	2900
totalTime	4.50098
firstFrontCount	50
frontCount	1
avgEvalTime	9.918e-06
#end
Var1	Var2	Obj1	Obj2	
5	5	200	0	
0	0	0	50	
0	0	0	50	
5	5	200	0	
4.06657	4.32509	140.974	1.32679	
4.02662	3.77182	121.761	2.45591	
4.20618	4.45598	150.191	0.926108	
3.24556	3.35332	87.1138	5.78959	
1.36162	1.57298	17.313	24.9823	
1.88088	2.78907	45.2664	14.6171	
2.59342	2.45623	51.0356	12.2624	
0.759961	0.519527	3.3898	38.0526	
1.61281	1.54479	19.9501	23.4115	
0.485614	0.552315	2.16349	40.1616	
1.42559	1.20605	13.9475	27.1704	
4.01765	3.40838	111.034	3.49826	
1.27961	0.88251	9.66494	30.795	
5	4.89429	195.816	0.0111748	
2.635	2.79529	59.0276	10.4539	
1.25934	0.656661	8.0686	32.8571	
3.88803	3.68846	114.886	2.95662	
4.69978	4.57682	172.141	0.269215	
2.06866	1.82838	30.4893	18.6519	
2.48305	3.36635	69.9913	9.00386	
2.20058	2.35156	41.4895	14.851	
3.06189	3.27074	80.2915	6.74663	
0.789005	0.997157	6.4674	33.7552	
2.09093	2.09365	35.0213	16.9096	
1.85838	1.50494	22.8737	22.0852	
5	4.58007	183.908	0.176337	
3.08526	3.78568	95.401	5.14078	
3.59198	3.59543	103.318	3.95534	
0	0.216762	0.187943	47.8794	
4.74908	4.86721	184.974	0.0805954	
4.35067	4.59606	160.208	0.584803	
2.29146	2.01925	37.3126	16.2211	
0.498654	1.06147	5.50153	35.7741	
3.62032	2.62035	79.8919	7.56626	
4.52059	4.68886	169.685	0.326642	
1.75301	1.94101	27.3622	19.9004	
0.478666	1.0001	4.91728	36.4417	
2.1343	3.0926	56.4778	11.8504	
0.521418	0.340285	1.55068	41.7706	
4.54202	4.43395	161.159	0.530157	
2.58968	3.43859	74.1216	8.24761	
2.95633	2.6766	63.6162	9.57479	
0.473671	0.0789051	0.922362	44.7048	
1.26776	1.0366	10.7271	29.6381	
1.20015	1.32113	12.743	27.9729	
0.0826708	0.353882	0.528266	45.7665	



#Generation 59 / 200
currentGen	59
evaluateCount	2950
totalTime	4.52355
firstFrontCount	50
frontCount	1
avgEvalTime	9.634e-06
#end
Var1	Var2	Obj1	Obj2	
5	5	200	0	
0	0	0	50	
0	0	0	50	
5	5	200	0	
3.96767	4.00169	127.024	2.06232	
3.24556	3.35332	87.1138	5.78959	
1.36162	1.57298	17.313	24.9823	
3.08526	3.78568	95.401	5.14078	
2.06866	1.82838	30.4893	18.6519	
0.521418	0.340285	1.55068	41.7706	
0	0.216762	0.187943	47.8794	
0.473671	0.0789051	0.922362	44.7048	
4.01801	4.31984	139.222	1.42691	
0.485614	0.552315	2.16349	40.1616	
1.42559	1.20605	13.9475	27.1704	
2.38105	2.49588	47.5954	13.1295	
2.48305	3.36635	69.9913	9.00386	
4.02662	3.77182	121.761	2.45591	
2.58968	3.43859	74.1216	8.24761	
4.01765	3.40838	111.034	3.49826	
5	4.89429	195.816	0.0111748	
3.88803	3.68846	114.886	2.95662	
4.69978	4.57682	172.141	0.269215	
1.26776	1.0366	10.7271	29.6381	
3.06189	3.27074	80.2915	6.74663	
2.59342	2.45623	51.0356	12.2624	
4.20618	4.45598	150.191	0.926108	
2.09093	2.09365	35.0213	16.9096	
5	4.58007	183.908	0.176337	
2.20058	2.35156	41.4895	14.851	
0.0826708	0.353882	0.528266	45.7665	
1.85838	1.50494	22.8737	22.0852	
1.9615	1.66532	26.4832	20.3525	
1.20015	1.32113	12.743	27.9729	
0.789005	0.997157	6.4674	33.7552	
1.9506	2.69751	44.3257	14.6003	
2.29146	2.01925	37.3126	16.2211	
2.1343	3.0926	56.4778	11.8504	
4.74908	4.86721	184.974	0.0805954	
4.35067	4.59606	160.208	0.584803	
0.498654	1.06147	5.50153	35.7741	
3.62032	2.62035	79.8919	7.56626	
4.52059	4.68886	169.685	0.326642	
3.59198	3.59543	103.318	3.95534	
0.759961	0.519527	3.3898	38.0526	
1.61281	1.54479	19.9501	23.4115	
1.75301	1.94101	27.3622	19.9004	
4.54202	4.43395	161.159	0.530157	
2.95633	2.6766	63.6162	9.57479	
3.52715	3.57001	100.743	4.21414	



#Generation 60 / 200
currentGen	60
evaluateCount	3000
totalTime	4.54757
firstFrontCount	50
frontCount	1
avgEvalTime	1.1342e-05
#end
Var1	Var2	Obj1	Obj2	
0	0	0	50	
5	5	200	0	
0	0	0	50	
5	5	200	0	
4.01801	4.31984	139.222	1.42691	
0.789005	0.997157	6.4674	33.7552	
1.26776	1.0366	10.7271	29.6381	
4.20618	4.45598	150.191	0.926108	
0.759961	0.519527	3.3898	38.0526	
3.96767	4.00169	127.024	2.06232	
2.1343	3.0926	56.4778	11.8504	
0.713684	0.926893	5.4739	34.9627	
0.521418	0.340285	1.55068	41.7706	
3.24556	3.35332	87.1138	5.78959	
1.61281	1.54479	19.9501	23.4115	
0.473671	0.0789051	0.922362	44.7048	
0.485614	0.552315	2.16349	40.1616	
4.02662	3.77182	121.761	2.45591	
4.01765	3.40838	111.034	3.49826	
1.85838	1.50494	22.8737	22.0852	
3.88803	3.68846	114.886	2.95662	
3.06189	3.27074	80.2915	6.74663	
2.48305	3.36635	69.9913	9.00386	
2.79498	2.77462	62.0418	9.81442	
1.36162	1.57298	17.313	24.9823	
4.66536	4.75682	177.572	0.171119	
0.0826708	0.353882	0.528266	45.7665	
2.06866	1.82838	30.4893	18.6519	
3.59198	3.59543	103.318	3.95534	
1.9506	2.69751	44.3257	14.6003	
2.29146	2.01925	37.3126	16.2211	
4.35067	4.59606	160.208	0.584803	
2.59342	2.45623	51.0356	12.2624	
1.11537	1.70054	16.5435	25.9768	
4.52059	4.68886	169.685	0.326642	
1.42559	1.20605	13.9475	27.1704	
1.69154	2.33789	33.3081	18.0328	
2.09093	2.09365	35.0213	16.9096	
3.9434	2.84321	94.5369	5.76815	
1.75301	1.94101	27.3622	19.9004	
2.38105	2.49588	47.5954	13.1295	
3.52715	3.57001	100.743	4.21414	
1.78534	1.74969	24.9955	20.8985	
4.54202	4.43395	161.159	0.530157	
2.58968	3.43859	74.1216	8.24761	
4.74908	4.86721	184.974	0.0805954	
2.432	2.0704	40.8047	15.1772	
3.50856	2.724	78.9205	7.40459	
3.68973	3.22931	96.1702	4.85215	
4.82618	5	193.168	0.0302129	



#Generation 61 / 200
currentGen	61
evaluateCount	3050
totalTime	4.8007
firstFrontCount	50
frontCount	1
avgEvalTime	1.219e-05
#end
Var1	Var2	Obj1	Obj2	
5	5	200	0	
0	0	0	50	
5	5	200	0	
0	0	0	50	
2.79498	2.77462	62.0418	9.81442	
2.1343	3.0926	56.4778	11.8504	
4.20618	4.45598	150.191	0.926108	
2.9434	2.96735	69.875	8.36128	
3.96767	4.00169	127.024	2.06232	
4.52059	4.68886	169.685	0.326642	
1.61281	1.54479	19.9501	23.4115	
0.854664	1.0846	7.62723	32.5142	
1.26776	1.0366	10.7271	29.6381	
4.01801	4.31984	139.222	1.42691	
2.38105	2.49588	47.5954	13.1295	
4.02662	3.77182	121.761	2.45591	
4.82618	5	193.168	0.0302129	
1.9506	2.69751	44.3257	14.6003	
3.88803	3.68846	114.886	2.95662	
0.107036	0	0.0458269	48.9411	
4.27521	3.97272	136.24	1.58062	
3.24556	3.35332	87.1138	5.78959	
1.08404	0.412108	5.37991	36.3835	
2.59342	2.45623	51.0356	12.2624	
1.36162	1.57298	17.313	24.9823	
0.485614	0.552315	2.16349	40.1616	
0.262728	0.106425	0.321409	46.3888	
4.66536	4.75682	177.572	0.171119	
2.58968	3.43859	74.1216	8.24761	
3.9434	2.84321	94.5369	5.76815	
1.85838	1.50494	22.8737	22.0852	
3.68973	3.22931	96.1702	4.85215	
0.128361	0.56485	1.34213	43.4034	
3.50856	2.724	78.9205	7.40459	
4.74908	4.86721	184.974	0.0805954	
1.11537	1.70054	16.5435	25.9768	
1.47325	0.982768	12.5452	28.5761	
4.01765	3.40838	111.034	3.49826	
3.19396	3.22843	82.4966	6.40023	
1.75301	1.94101	27.3622	19.9004	
4.54202	4.43395	161.159	0.530157	
0.759961	0.519527	3.3898	38.0526	
0.473671	0.0789051	0.922362	44.7048	
0.571077	0.668299	3.09101	38.379	
3.60173	3.70541	106.81	3.63111	
3.52715	3.57001	100.743	4.21414	
2.09093	2.09365	35.0213	16.9096	
0.521418	0.340285	1.55068	41.7706	
2.12619	1.7422	30.2238	18.872	
1.42559	1.20605	13.9475	27.1704	



#Generation 62 / 200
currentGen	62
evaluateCount	3100
totalTime	4.82621
firstFrontCount	50
frontCount	1
avgEvalTime	1.3476e-05
#end
Var1	Var2	Obj1	Obj2	
0	0	0	50	
5	5	200	0	
0	0	0	50	
5	5	200	0	
2.79498	2.77462	62.0418	9.81442	
4.20618	4.45598	150.191	0.926108	
1.08404	0.412108	5.37991	36.3835	
4.54202	4.43395	161.159	0.530157	
2.32245	2.8576	54.2387	11.7591	
0.854664	1.0846	7.62723	32.5142	
1.9506	2.69751	44.3257	14.6003	
2.9434	2.96735	69.875	8.36128	
3.96767	4.00169	127.024	2.06232	
4.52059	4.68886	169.685	0.326642	
0.883326	0.948983	6.72334	33.3577	
1.26776	1.0366	10.7271	29.6381	
2.12619	1.7422	30.2238	18.872	
1.66891	2.6552	39.3414	16.5942	
4.66536	4.75682	177.572	0.171119	
4.74908	4.86721	184.974	0.0805954	
3.52715	3.57001	100.743	4.21414	
4.27521	3.97272	136.24	1.58062	
2.09093	2.09365	35.0213	16.9096	
0.262728	0.106425	0.321409	46.3888	
0.521418	0.340285	1.55068	41.7706	
0.485614	0.552315	2.16349	40.1616	
1.85838	1.50494	22.8737	22.0852	
1.804	1.7308	25.0004	20.9021	
3.60173	3.70541	106.81	3.63111	
3.24556	3.35332	87.1138	5.78959	
4.36767	3.98748	139.906	1.42503	
0.473671	0.0789051	0.922362	44.7048	
2.58968	3.43859	74.1216	8.24761	
3.09985	3.69752	93.123	5.30702	
0.128361	0.56485	1.34213	43.4034	
3.68973	3.22931	96.1702	4.85215	
4.01765	3.40838	111.034	3.49826	
2.38105	2.49588	47.5954	13.1295	
0	0.206546	0.170644	47.9772	
4.02662	3.77182	121.761	2.45591	
3.50856	2.724	78.9205	7.40459	
0.759961	0.519527	3.3898	38.0526	
4.82618	5	193.168	0.0302129	
1.61281	1.54479	19.9501	23.4115	
2.63551	2.14747	46.2302	13.7277	
1.75301	1.94101	27.3622	19.9004	
1.44224	1.51023	17.4435	24.8361	
1.47325	0.982768	12.5452	28.5761	
0.107036	0	0.0458269	48.9411	
1.7171	1.47868	20.5397	23.1771	



#Generation 63 / 200
currentGen	63
evaluateCount	3150
totalTime	4.85079
firstFrontCount	50
frontCount	1
avgEvalTime	1.303e-05
#end
Var1	Var2	Obj1	Obj2	
0	0	0	50	
5	5	200	0	
5	5	200	0	
0	0	0	50	
1.44224	1.51023	17.4435	24.8361	
2.32245	2.8576	54.2387	11.7591	
1.30112	1.15995	12.1536	28.4277	
2.79498	2.77462	62.0418	9.81442	
4.54202	4.43395	161.159	0.530157	
4.52059	4.68886	169.685	0.326642	
0.485614	0.552315	2.16349	40.1616	
4.66536	4.75682	177.572	0.171119	
4.74908	4.86721	184.974	0.0805954	
0.759961	0.519527	3.3898	38.0526	
2.38105	2.49588	47.5954	13.1295	
2.12619	1.7422	30.2238	18.872	
2.90377	3.28855	76.986	7.32321	
4.27521	3.97272	136.24	1.58062	
4.82618	5	193.168	0.0302129	
0.854664	1.0846	7.62723	32.5142	
1.00679	1.19531	9.7696	30.4214	
4.20618	4.45598	150.191	0.926108	
3.52715	3.57001	100.743	4.21414	
0.262728	0.106425	0.321409	46.3888	
0.521418	0.340285	1.55068	41.7706	
2.42081	3.32592	67.6884	9.45474	
1.85838	1.50494	22.8737	22.0852	
1.07888	0.620024	6.19368	34.5593	
4.02662	3.77182	121.761	2.45591	
0.473671	0.0789051	0.922362	44.7048	
2.9434	2.96735	69.875	8.36128	
3.09985	3.69752	93.123	5.30702	
2.91872	3.54039	84.2132	6.46219	
2.25852	1.8258	33.7377	17.5913	
0.128361	0.56485	1.34213	43.4034	
3.68973	3.22931	96.1702	4.85215	
4.19519	4.42063	148.566	0.983397	
3.96767	4.00169	127.024	2.06232	
3.24556	3.35332	87.1138	5.78959	
2.80361	3.26649	74.1206	7.82921	
0	0.206546	0.170644	47.9772	
4.15768	4.20738	139.953	1.33776	
1.08404	0.412108	5.37991	36.3835	
1.26776	1.0366	10.7271	29.6381	
1.75301	1.94101	27.3622	19.9004	
2.52772	1.95272	40.81	15.3981	
1.804	1.7308	25.0004	20.9021	
1.61281	1.54479	19.9501	23.4115	
0.883326	0.948983	6.72334	33.3577	
2.63551	2.14747	46.2302	13.7277	



#Generation 64 / 200
currentGen	64
evaluateCount	3200
totalTime	4.87606
firstFrontCount	50
frontCount	1
avgEvalTime	1.2438e-05
#end
Var1	Var2	Obj1	Obj2	
0	0	0	50	
5	5	200	0	
5	5	200	0	
0	0	0	50	
2.84451	2.33454	54.1652	11.7508	
2.25852	1.8258	33.7377	17.5913	
1.44224	1.51023	17.4435	24.8361	
4.54202	4.43395	161.159	0.530157	
1.42551	1.08894	12.8714	28.0734	
0.759961	0.519527	3.3898	38.0526	
1.08404	0.412108	5.37991	36.3835	
0.485614	0.552315	2.16349	40.1616	
3.48944	4.13822	117.204	3.02445	
3.96767	4.00169	127.024	2.06232	
2.63551	2.14747	46.2302	13.7277	
1.99218	2.39967	38.9088	15.8087	
2.38105	2.49588	47.5954	13.1295	
2.52772	1.95272	40.81	15.3981	
2.2082	3.24907	61.7304	10.8599	
3.52715	3.57001	100.743	4.21414	
1.85838	1.50494	22.8737	22.0852	
0	0.206546	0.170644	47.9772	
4.20618	4.45598	150.191	0.926108	
0.262728	0.106425	0.321409	46.3888	
0.521418	0.340285	1.55068	41.7706	
2.42081	3.32592	67.6884	9.45474	
3.24556	3.35332	87.1138	5.78959	
1.07888	0.620024	6.19368	34.5593	
1.61281	1.54479	19.9501	23.4115	
3.83667	3.53656	108.909	3.49499	
0.473671	0.0789051	0.922362	44.7048	
2.9434	2.96735	69.875	8.36128	
3.09985	3.69752	93.123	5.30702	
4.74908	4.86721	184.974	0.0805954	
1.00679	1.19531	9.7696	30.4214	
0.128361	0.56485	1.34213	43.4034	
2.12619	1.7422	30.2238	18.872	
3.68973	3.22931	96.1702	4.85215	
2.79498	2.77462	62.0418	9.81442	
2.80361	3.26649	74.1206	7.82921	
4.31967	3.89108	135.2	1.69255	
3.15386	4.14931	108.654	4.13193	
4.66536	4.75682	177.572	0.171119	
0.943042	1.04546	7.92922	32.0973	
4.82618	5	193.168	0.0302129	
1.26776	1.0366	10.7271	29.6381	
4.27935	4.21659	144.37	1.13306	
0.883326	0.948983	6.72334	33.3577	
4.51258	4.65415	168.098	0.35719	
1.75301	1.94101	27.3622	19.9004	



#Generation 65 / 200
currentGen	65
evaluateCount	3250
totalTime	4.89924
firstFrontCount	50
frontCount	1
avgEvalTime	1.1906e-05
#end
Var1	Var2	Obj1	Obj2	
0	0	0	50	
5	5	200	0	
5	5	200	0	
0	0	0	50	
3.24556	3.35332	87.1138	5.78959	
3.48944	4.13822	117.204	3.02445	
3.96767	4.00169	127.024	2.06232	
3.28465	2.84146	75.4512	7.60173	
4.31967	3.89108	135.2	1.69255	
0.759961	0.519527	3.3898	38.0526	
4.66536	4.75682	177.572	0.171119	
4.51258	4.65415	168.098	0.35719	
1.12262	1.70012	16.6027	25.9233	
1.85838	1.50494	22.8737	22.0852	
1.08404	0.412108	5.37991	36.3835	
0.485614	0.552315	2.16349	40.1616	
1.61281	1.54479	19.9501	23.4115	
2.63551	2.14747	46.2302	13.7277	
2.52772	1.95272	40.81	15.3981	
3.52715	3.57001	100.743	4.21414	
1.99218	2.39967	38.9088	15.8087	
0.521418	0.340285	1.55068	41.7706	
1.42551	1.08894	12.8714	28.0734	
2.42081	3.32592	67.6884	9.45474	
1.07888	0.620024	6.19368	34.5593	
2.12619	1.7422	30.2238	18.872	
1.44224	1.51023	17.4435	24.8361	
1.82811	1.75934	25.749	20.5628	
4.74908	4.86721	184.974	0.0805954	
3.83667	3.53656	108.909	3.49499	
0.433557	0.156224	0.84951	44.3146	
2.9434	2.96735	69.875	8.36128	
3.09985	3.69752	93.123	5.30702	
4.45282	4.48561	159.793	0.564006	
1.81699	2.31062	34.5617	17.3643	
2.87209	2.19396	52.2494	12.4019	
0.262728	0.106425	0.321409	46.3888	
3.68973	3.22931	96.1702	4.85215	
4.27935	4.21659	144.37	1.13306	
0.883326	0.948983	6.72334	33.3577	
2.79498	2.77462	62.0418	9.81442	
0	0.206546	0.170644	47.9772	
4.20618	4.45598	150.191	0.926108	
2.38105	2.49588	47.5954	13.1295	
1.75301	1.94101	27.3622	19.9004	
2.2082	3.24907	61.7304	10.8599	
2.65119	2.63821	55.9559	11.0949	
3.15386	4.14931	108.654	4.13193	
0.128361	0.56485	1.34213	43.4034	
1.00679	1.19531	9.7696	30.4214	



#Generation 66 / 200
currentGen	66
evaluateCount	3300
totalTime	5.14216
firstFrontCount	50
frontCount	1
avgEvalTime	1.1446e-05
#end
Var1	Var2	Obj1	Obj2	
0	0	0	50	
5	5	200	0	
5	5	200	0	
0	0	0	50	
4.31967	3.89108	135.2	1.69255	
3.96767	4.00169	127.024	2.06232	
4.45282	4.48561	159.793	0.564006	
0.883326	0.948983	6.72334	33.3577	
4.51258	4.65415	168.098	0.35719	
0.759961	0.519527	3.3898	38.0526	
1.00679	1.19531	9.7696	30.4214	
4.66536	4.75682	177.572	0.171119	
4.74908	4.86721	184.974	0.0805954	
1.08404	0.412108	5.37991	36.3835	
3.24556	3.35332	87.1138	5.78959	
2.27591	2.77815	51.5916	12.3573	
3.50382	2.87737	82.224	6.74412	
2.65119	2.63821	55.9559	11.0949	
1.85838	1.50494	22.8737	22.0852	
5	4.86364	194.62	0.0185943	
0.262728	0.106425	0.321409	46.3888	
4.27935	4.21659	144.37	1.13306	
0	0.206546	0.170644	47.9772	
4.20618	4.45598	150.191	0.926108	
2.9434	2.96735	69.875	8.36128	
1.42551	1.08894	12.8714	28.0734	
0.485614	0.552315	2.16349	40.1616	
3.6813	4.0168	118.747	2.70565	
1.07888	0.620024	6.19368	34.5593	
1.82811	1.75934	25.749	20.5628	
0.433557	0.156224	0.84951	44.3146	
1.03713	1.24714	10.5239	29.7884	
1.07409	1.56209	14.3752	27.232	
1.9534	2.68613	44.1242	14.6358	
2.12619	1.7422	30.2238	18.872	
3.52715	3.57001	100.743	4.21414	
3.09985	3.69752	93.123	5.30702	
2.79498	2.77462	62.0418	9.81442	
1.75301	1.94101	27.3622	19.9004	
2.2082	3.24907	61.7304	10.8599	
3.15386	4.14931	108.654	4.13193	
0.128361	0.56485	1.34213	43.4034	
2.38105	2.49588	47.5954	13.1295	
2.26548	1.99743	36.4886	16.493	
3.28465	2.84146	75.4512	7.60173	
2.52772	1.95272	40.81	15.3981	
1.81699	2.31062	34.5617	17.3643	
0.521418	0.340285	1.55068	41.7706	
2.63551	2.14747	46.2302	13.7277	
1.99218	2.39967	38.9088	15.8087	



#Generation 67 / 200
currentGen	67
evaluateCount	3350
totalTime	5.16643
firstFrontCount	50
frontCount	1
avgEvalTime	9.892e-06
#end
Var1	Var2	Obj1	Obj2	
5	5	200	0	
0	0	0	50	
5	5	200	0	
0	0	0	50	
3.6813	4.0168	118.747	2.70565	
4.31967	3.89108	135.2	1.69255	
0.883326	0.948983	6.72334	33.3577	
3.28465	2.84146	75.4512	7.60173	
0.759961	0.519527	3.3898	38.0526	
1.00679	1.19531	9.7696	30.4214	
4.27935	4.21659	144.37	1.13306	
3.86178	3.48642	108.274	3.58647	
1.08404	0.412108	5.37991	36.3835	
0.485614	0.552315	2.16349	40.1616	
4.74908	4.86721	184.974	0.0805954	
2.65119	2.63821	55.9559	11.0949	
1.78996	1.44556	21.1743	22.9384	
3.50382	2.87737	82.224	6.74412	
5	4.86364	194.62	0.0185943	
0.262728	0.106425	0.321409	46.3888	
0	0.206546	0.170644	47.9772	
1.23384	1.67798	17.3518	25.2198	
4.51258	4.65415	168.098	0.35719	
1.07409	1.56209	14.3752	27.232	
3.09985	3.69752	93.123	5.30702	
0.521418	0.340285	1.55068	41.7706	
3.52715	3.57001	100.743	4.21414	
1.07888	0.620024	6.19368	34.5593	
4.20618	4.45598	150.191	0.926108	
3.96767	4.00169	127.024	2.06232	
0.350873	0.235743	0.714747	44.3125	
2.12619	1.7422	30.2238	18.872	
3.12494	2.66608	67.493	8.96303	
1.9534	2.68613	44.1242	14.6358	
2.79498	2.77462	62.0418	9.81442	
4.66536	4.75682	177.572	0.171119	
2.76335	2.73644	60.497	10.1263	
1.14106	1.72853	17.1594	25.5939	
0.128361	0.56485	1.34213	43.4034	
3.91444	3.96641	124.221	2.24674	
2.26548	1.99743	36.4886	16.493	
1.88549	2.18642	33.342	17.6164	
2.38105	2.49588	47.5954	13.1295	
1.03713	1.24714	10.5239	29.7884	
2.9434	2.96735	69.875	8.36128	
2.52772	1.95272	40.81	15.3981	
2.77321	2.31853	52.265	12.1489	
2.63551	2.14747	46.2302	13.7277	
1.11307	1.34279	12.1681	28.4833	
3.24556	3.35332	87.1138	5.78959	



#Generation 68 / 200
currentGen	68
evaluateCount	3400
totalTime	5.19256
firstFrontCount	50
frontCount	1
avgEvalTime	1.5158e-05
#end
Var1	Var2	Obj1	Obj2	
5	5	200	0	
0	0	0	50	
0	0	0	50	
5	5	200	0	
1.78996	1.44556	21.1743	22.9384	
4.51258	4.65415	168.098	0.35719	
2.06935	1.65691	28.1103	19.7649	
4.20618	4.45598	150.191	0.926108	
3.86178	3.48642	108.274	3.58647	
3.52715	3.57001	100.743	4.21414	
3.6813	4.0168	118.747	2.70565	
4.31967	3.89108	135.2	1.69255	
3.09985	3.69752	93.123	5.30702	
3.24556	3.35332	87.1138	5.78959	
2.77321	2.31853	52.265	12.1489	
1.07409	1.56209	14.3752	27.232	
5	4.86364	194.62	0.0185943	
0.262728	0.106425	0.321409	46.3888	
2.52772	1.95272	40.81	15.3981	
