#NSGA2
popsize 50
maxGen 100
numVar 2
numObj 2
numCons 2
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 100
currentGen	1
evaluateCount	50
totalTime	0.0483512
firstFrontCount	1
frontCount	50
avgEvalTime	0.000446584
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.848917	0.490205	0.848917	0.490205	0	0	
0.964713	0.297167	0.964713	0.297167	0	0	
0.858624	0.484258	0.858624	0.484258	0	0	
0.817486	0.588434	0.817486	0.588434	0	0	
0.15655	1.0487	0.15655	1.0487	0	0	
0.45939	0.954364	0.45939	0.954364	0	0	
0.965491	0.26551	0.965491	0.26551	0	0	
0.97237	0.282019	0.97237	0.282019	0	0	
0.849444	0.49435	0.849444	0.49435	0	0	
0.807997	0.599847	0.807997	0.599847	0	0	
0.18191	0.988117	0.18191	0.988117	0	0	
0.991139	0.270751	0.991139	0.270751	0	0	
0.777646	0.652174	0.777646	0.652174	0	0	
0.580957	0.854095	0.580957	0.854095	0	0	
0.58017	0.866866	0.58017	0.866866	0	0	
1.06869	0.111469	1.06869	0.111469	0	0	
0.584626	0.817421	0.584626	0.817421	0	0	
1.01576	0.18229	1.01576	0.18229	0	0	
0.760274	0.756814	0.760274	0.756814	0	0	
1.0385	0.126328	1.0385	0.126328	0	0	
0.62694	0.776057	0.62694	0.776057	0	0	
0.573996	0.919998	0.573996	0.919998	0	0	
0.507213	0.92228	0.507213	0.92228	0	0	
0.284295	0.9639	0.284295	0.9639	0	0	
0.606189	0.78699	0.606189	0.78699	0	0	
0.614895	0.780816	0.614895	0.780816	0	0	
0.158774	1.06269	0.158774	1.06269	0	0	
0.850633	0.493722	0.850633	0.493722	0	0	
0.838018	0.56117	0.838018	0.56117	0	0	
1.04707	0.15201	1.04707	0.15201	0	0	
0.183202	1.09797	0.183202	1.09797	0	0	
0.580526	0.936917	0.580526	0.936917	0	0	
0.375501	0.97873	0.375501	0.97873	0	0	
0.639589	0.795516	0.639589	0.795516	0	0	
0.862976	0.497891	0.862976	0.497891	0	0	



#Generation 23 / 100
currentGen	23
evaluateCount	1150
totalTime	1.56775
firstFrontCount	24
frontCount	3
avgEvalTime	7.482e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.759683	0.734498	0.759683	0.734498	0	0	
1.01503	0.0980953	1.01503	0.0980953	0	0	
0.472484	0.951111	0.472484	0.951111	0	0	
0.608827	0.773866	0.608827	0.773866	0	0	
0.533678	0.799174	0.533678	0.799174	0	0	
0.583131	0.786723	0.583131	0.786723	0	0	
0.488895	0.881925	0.488895	0.881925	0	0	
0.835942	0.55358	0.835942	0.55358	0	0	
0.196632	0.955074	0.196632	0.955074	0	0	
0.937523	0.475693	0.937523	0.475693	0	0	
0.972922	0.172712	0.972922	0.172712	0	0	
0.776984	0.618208	0.776984	0.618208	0	0	
0.0792639	1.05527	0.0792639	1.05527	0	0	
0.176357	0.967352	0.176357	0.967352	0	0	
0.807827	0.594054	0.807827	0.594054	0	0	
0.848917	0.490205	0.848917	0.490205	0	0	
0.964713	0.297167	0.964713	0.297167	0	0	
0.858624	0.484258	0.858624	0.484258	0	0	
0.817486	0.588434	0.817486	0.588434	0	0	
0.15655	1.0487	0.15655	1.0487	0	0	
0.45939	0.954364	0.45939	0.954364	0	0	
0.965491	0.26551	0.965491	0.26551	0	0	
0.773198	0.693298	0.773198	0.693298	0	0	
0.696994	0.766165	0.696994	0.766165	0	0	
0.97237	0.282019	0.97237	0.282019	0	0	
0.849444	0.49435	0.849444	0.49435	0	0	
0.807997	0.599847	0.807997	0.599847	0	0	
0.18191	0.988117	0.18191	0.988117	0	0	
0.777646	0.652174	0.777646	0.652174	0	0	
0.580957	0.854095	0.580957	0.854095	0	0	
0.58017	0.866866	0.58017	0.866866	0	0	
1.06869	0.111469	1.06869	0.111469	0	0	
0.584626	0.817421	0.584626	0.817421	0	0	
0.760274	0.756814	0.760274	0.756814	0	0	
1.0385	0.126328	1.0385	0.126328	0	0	
0.62694	0.776057	0.62694	0.776057	0	0	
0.573996	0.919998	0.573996	0.919998	0	0	
0.507213	0.92228	0.507213	0.92228	0	0	
0.284295	0.9639	0.284295	0.9639	0	0	
0.606189	0.78699	0.606189	0.78699	0	0	
0.614895	0.780816	0.614895	0.780816	0	0	
0.158774	1.06269	0.158774	1.06269	0	0	
0.850633	0.493722	0.850633	0.493722	0	0	
0.838018	0.56117	0.838018	0.56117	0	0	
0.689392	0.775913	0.689392	0.775913	0	0	
1.016	0.160436	1.016	0.160436	0	0	
0.98366	0.174619	0.98366	0.174619	0	0	
0.264945	0.980462	0.264945	0.980462	0	0	
0.183202	1.09797	0.183202	1.09797	0	0	
1.04707	0.15201	1.04707	0.15201	0	0	



#Generation 24 / 100
currentGen	24
evaluateCount	1200
totalTime	1.59791
firstFrontCount	23
frontCount	2
avgEvalTime	5.202e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.759683	0.734498	0.759683	0.734498	0	0	
1.01503	0.0980953	1.01503	0.0980953	0	0	
0.472484	0.951111	0.472484	0.951111	0	0	
0.608827	0.773866	0.608827	0.773866	0	0	
0.533678	0.799174	0.533678	0.799174	0	0	
0.583131	0.786723	0.583131	0.786723	0	0	
0.488895	0.881925	0.488895	0.881925	0	0	
0.196632	0.955074	0.196632	0.955074	0	0	
0.937523	0.475693	0.937523	0.475693	0	0	
0.972922	0.172712	0.972922	0.172712	0	0	
0.776984	0.618208	0.776984	0.618208	0	0	
0.0792639	1.05527	0.0792639	1.05527	0	0	
0.176357	0.967352	0.176357	0.967352	0	0	
0.807827	0.594054	0.807827	0.594054	0	0	
0.848917	0.490205	0.848917	0.490205	0	0	
0.964713	0.297167	0.964713	0.297167	0	0	
0.858624	0.484258	0.858624	0.484258	0	0	
0.15655	1.0487	0.15655	1.0487	0	0	
0.45939	0.954364	0.45939	0.954364	0	0	
0.965491	0.26551	0.965491	0.26551	0	0	
0.773198	0.693298	0.773198	0.693298	0	0	
0.696994	0.766165	0.696994	0.766165	0	0	
0.810461	0.513619	0.810461	0.513619	0	0	
0.835942	0.55358	0.835942	0.55358	0	0	
0.817486	0.588434	0.817486	0.588434	0	0	
0.97237	0.282019	0.97237	0.282019	0	0	
0.849444	0.49435	0.849444	0.49435	0	0	
0.807997	0.599847	0.807997	0.599847	0	0	
0.18191	0.988117	0.18191	0.988117	0	0	
0.777646	0.652174	0.777646	0.652174	0	0	
0.580957	0.854095	0.580957	0.854095	0	0	
0.58017	0.866866	0.58017	0.866866	0	0	
1.06869	0.111469	1.06869	0.111469	0	0	
0.584626	0.817421	0.584626	0.817421	0	0	
0.760274	0.756814	0.760274	0.756814	0	0	
1.0385	0.126328	1.0385	0.126328	0	0	
0.62694	0.776057	0.62694	0.776057	0	0	
0.573996	0.919998	0.573996	0.919998	0	0	
0.507213	0.92228	0.507213	0.92228	0	0	
0.284295	0.9639	0.284295	0.9639	0	0	
0.606189	0.78699	0.606189	0.78699	0	0	
0.614895	0.780816	0.614895	0.780816	0	0	
0.158774	1.06269	0.158774	1.06269	0	0	
0.850633	0.493722	0.850633	0.493722	0	0	
0.689392	0.775913	0.689392	0.775913	0	0	
1.016	0.160436	1.016	0.160436	0	0	
0.98366	0.174619	0.98366	0.174619	0	0	
0.264945	0.980462	0.264945	0.980462	0	0	
0.154776	1.10678	0.154776	1.10678	0	0	
0.599941	0.815926	0.599941	0.815926	0	0	



#Generation 25 / 100
currentGen	25
evaluateCount	1250
totalTime	1.62343
firstFrontCount	25
frontCount	2
avgEvalTime	6.526e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.759683	0.734498	0.759683	0.734498	0	0	
1.01503	0.0980953	1.01503	0.0980953	0	0	
0.472484	0.951111	0.472484	0.951111	0	0	
0.608827	0.773866	0.608827	0.773866	0	0	
0.533678	0.799174	0.533678	0.799174	0	0	
0.583131	0.786723	0.583131	0.786723	0	0	
0.488895	0.881925	0.488895	0.881925	0	0	
0.196632	0.955074	0.196632	0.955074	0	0	
0.937523	0.475693	0.937523	0.475693	0	0	
0.972922	0.172712	0.972922	0.172712	0	0	
0.776984	0.618208	0.776984	0.618208	0	0	
0.0792639	1.05527	0.0792639	1.05527	0	0	
0.176357	0.967352	0.176357	0.967352	0	0	
0.807827	0.594054	0.807827	0.594054	0	0	
0.848917	0.490205	0.848917	0.490205	0	0	
0.964713	0.297167	0.964713	0.297167	0	0	
0.858624	0.484258	0.858624	0.484258	0	0	
0.15655	1.0487	0.15655	1.0487	0	0	
0.45939	0.954364	0.45939	0.954364	0	0	
0.965491	0.26551	0.965491	0.26551	0	0	
0.773198	0.693298	0.773198	0.693298	0	0	
0.696994	0.766165	0.696994	0.766165	0	0	
0.810461	0.513619	0.810461	0.513619	0	0	
0.55584	0.799121	0.55584	0.799121	0	0	
0.520857	0.851794	0.520857	0.851794	0	0	
0.154776	1.10678	0.154776	1.10678	0	0	
1.06869	0.111469	1.06869	0.111469	0	0	
0.97237	0.282019	0.97237	0.282019	0	0	
0.507213	0.92228	0.507213	0.92228	0	0	
0.850633	0.493722	0.850633	0.493722	0	0	
0.284295	0.9639	0.284295	0.9639	0	0	
0.760274	0.756814	0.760274	0.756814	0	0	
0.777646	0.652174	0.777646	0.652174	0	0	
0.18191	0.988117	0.18191	0.988117	0	0	
0.98366	0.174619	0.98366	0.174619	0	0	
0.689392	0.775913	0.689392	0.775913	0	0	
0.158774	1.06269	0.158774	1.06269	0	0	
0.264945	0.980462	0.264945	0.980462	0	0	
0.550103	0.855647	0.550103	0.855647	0	0	
0.835942	0.55358	0.835942	0.55358	0	0	
1.016	0.160436	1.016	0.160436	0	0	
0.807997	0.599847	0.807997	0.599847	0	0	
1.0385	0.126328	1.0385	0.126328	0	0	
0.62694	0.776057	0.62694	0.776057	0	0	
0.584626	0.817421	0.584626	0.817421	0	0	
0.817486	0.588434	0.817486	0.588434	0	0	
0.849444	0.49435	0.849444	0.49435	0	0	
0.554364	0.838517	0.554364	0.838517	0	0	
0.592922	0.799285	0.592922	0.799285	0	0	
0.606189	0.78699	0.606189	0.78699	0	0	



#Generation 26 / 100
currentGen	26
evaluateCount	1300
totalTime	1.73212
firstFrontCount	26
frontCount	2
avgEvalTime	5.39e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.759683	0.734498	0.759683	0.734498	0	0	
1.01503	0.0980953	1.01503	0.0980953	0	0	
0.472484	0.951111	0.472484	0.951111	0	0	
0.608827	0.773866	0.608827	0.773866	0	0	
0.533678	0.799174	0.533678	0.799174	0	0	
0.583131	0.786723	0.583131	0.786723	0	0	
0.488895	0.881925	0.488895	0.881925	0	0	
0.196632	0.955074	0.196632	0.955074	0	0	
0.937523	0.475693	0.937523	0.475693	0	0	
0.972922	0.172712	0.972922	0.172712	0	0	
0.776984	0.618208	0.776984	0.618208	0	0	
0.0792639	1.05527	0.0792639	1.05527	0	0	
0.176357	0.967352	0.176357	0.967352	0	0	
0.807827	0.594054	0.807827	0.594054	0	0	
0.848917	0.490205	0.848917	0.490205	0	0	
0.964713	0.297167	0.964713	0.297167	0	0	
0.858624	0.484258	0.858624	0.484258	0	0	
0.15655	1.0487	0.15655	1.0487	0	0	
0.45939	0.954364	0.45939	0.954364	0	0	
0.965491	0.26551	0.965491	0.26551	0	0	
0.773198	0.693298	0.773198	0.693298	0	0	
0.696994	0.766165	0.696994	0.766165	0	0	
0.810461	0.513619	0.810461	0.513619	0	0	
0.55584	0.799121	0.55584	0.799121	0	0	
0.941393	0.469333	0.941393	0.469333	0	0	
0.49624	0.829505	0.49624	0.829505	0	0	
1.06869	0.111469	1.06869	0.111469	0	0	
0.154776	1.10678	0.154776	1.10678	0	0	
0.97237	0.282019	0.97237	0.282019	0	0	
0.507213	0.92228	0.507213	0.92228	0	0	
0.850633	0.493722	0.850633	0.493722	0	0	
0.284295	0.9639	0.284295	0.9639	0	0	
0.777646	0.652174	0.777646	0.652174	0	0	
0.18191	0.988117	0.18191	0.988117	0	0	
0.760274	0.756814	0.760274	0.756814	0	0	
0.98366	0.174619	0.98366	0.174619	0	0	
0.158774	1.06269	0.158774	1.06269	0	0	
0.264945	0.980462	0.264945	0.980462	0	0	
0.520857	0.851794	0.520857	0.851794	0	0	
0.689392	0.775913	0.689392	0.775913	0	0	
1.016	0.160436	1.016	0.160436	0	0	
0.807997	0.599847	0.807997	0.599847	0	0	
1.0385	0.126328	1.0385	0.126328	0	0	
0.554364	0.838517	0.554364	0.838517	0	0	
0.62694	0.776057	0.62694	0.776057	0	0	
0.835942	0.55358	0.835942	0.55358	0	0	
0.726162	0.772832	0.726162	0.772832	0	0	
0.584626	0.817421	0.584626	0.817421	0	0	
0.849444	0.49435	0.849444	0.49435	0	0	
0.606189	0.78699	0.606189	0.78699	0	0	



#Generation 27 / 100
currentGen	27
evaluateCount	1350
totalTime	1.75653
firstFrontCount	27
frontCount	2
avgEvalTime	5.994e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.759683	0.734498	0.759683	0.734498	0	0	
1.01503	0.0980953	1.01503	0.0980953	0	0	
0.472484	0.951111	0.472484	0.951111	0	0	
0.608827	0.773866	0.608827	0.773866	0	0	
0.533678	0.799174	0.533678	0.799174	0	0	
0.583131	0.786723	0.583131	0.786723	0	0	
0.488895	0.881925	0.488895	0.881925	0	0	
0.196632	0.955074	0.196632	0.955074	0	0	
0.937523	0.475693	0.937523	0.475693	0	0	
0.972922	0.172712	0.972922	0.172712	0	0	
0.776984	0.618208	0.776984	0.618208	0	0	
0.0792639	1.05527	0.0792639	1.05527	0	0	
0.176357	0.967352	0.176357	0.967352	0	0	
0.807827	0.594054	0.807827	0.594054	0	0	
0.848917	0.490205	0.848917	0.490205	0	0	
0.964713	0.297167	0.964713	0.297167	0	0	
0.858624	0.484258	0.858624	0.484258	0	0	
0.15655	1.0487	0.15655	1.0487	0	0	
0.45939	0.954364	0.45939	0.954364	0	0	
0.965491	0.26551	0.965491	0.26551	0	0	
0.773198	0.693298	0.773198	0.693298	0	0	
0.696994	0.766165	0.696994	0.766165	0	0	
0.810461	0.513619	0.810461	0.513619	0	0	
0.55584	0.799121	0.55584	0.799121	0	0	
0.941393	0.469333	0.941393	0.469333	0	0	
0.49624	0.829505	0.49624	0.829505	0	0	
0.477129	0.905759	0.477129	0.905759	0	0	
0.154776	1.10678	0.154776	1.10678	0	0	
1.06869	0.111469	1.06869	0.111469	0	0	
0.507213	0.92228	0.507213	0.92228	0	0	
0.97237	0.282019	0.97237	0.282019	0	0	
0.936816	0.491769	0.936816	0.491769	0	0	
0.284295	0.9639	0.284295	0.9639	0	0	
0.777646	0.652174	0.777646	0.652174	0	0	
0.18191	0.988117	0.18191	0.988117	0	0	
0.760274	0.756814	0.760274	0.756814	0	0	
0.98366	0.174619	0.98366	0.174619	0	0	
0.807997	0.599847	0.807997	0.599847	0	0	
0.835942	0.55358	0.835942	0.55358	0	0	
0.158774	1.06269	0.158774	1.06269	0	0	
0.264945	0.980462	0.264945	0.980462	0	0	
0.520857	0.851794	0.520857	0.851794	0	0	
0.689392	0.775913	0.689392	0.775913	0	0	
1.016	0.160436	1.016	0.160436	0	0	
0.584626	0.817421	0.584626	0.817421	0	0	
1.0385	0.126328	1.0385	0.126328	0	0	
0.554364	0.838517	0.554364	0.838517	0	0	
0.62694	0.776057	0.62694	0.776057	0	0	
0.850633	0.493722	0.850633	0.493722	0	0	
0.726162	0.772832	0.726162	0.772832	0	0	



#Generation 28 / 100
currentGen	28
evaluateCount	1400
totalTime	1.78159
firstFrontCount	30
frontCount	2
avgEvalTime	5.992e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.759683	0.734498	0.759683	0.734498	0	0	
1.01503	0.0980953	1.01503	0.0980953	0	0	
0.472484	0.951111	0.472484	0.951111	0	0	
0.608827	0.773866	0.608827	0.773866	0	0	
0.533678	0.799174	0.533678	0.799174	0	0	
0.583131	0.786723	0.583131	0.786723	0	0	
0.488895	0.881925	0.488895	0.881925	0	0	
0.196632	0.955074	0.196632	0.955074	0	0	
0.937523	0.475693	0.937523	0.475693	0	0	
0.972922	0.172712	0.972922	0.172712	0	0	
0.776984	0.618208	0.776984	0.618208	0	0	
0.0792639	1.05527	0.0792639	1.05527	0	0	
0.176357	0.967352	0.176357	0.967352	0	0	
0.848917	0.490205	0.848917	0.490205	0	0	
0.964713	0.297167	0.964713	0.297167	0	0	
0.858624	0.484258	0.858624	0.484258	0	0	
0.15655	1.0487	0.15655	1.0487	0	0	
0.45939	0.954364	0.45939	0.954364	0	0	
0.965491	0.26551	0.965491	0.26551	0	0	
0.773198	0.693298	0.773198	0.693298	0	0	
0.696994	0.766165	0.696994	0.766165	0	0	
0.810461	0.513619	0.810461	0.513619	0	0	
0.55584	0.799121	0.55584	0.799121	0	0	
0.941393	0.469333	0.941393	0.469333	0	0	
0.49624	0.829505	0.49624	0.829505	0	0	
0.477129	0.905759	0.477129	0.905759	0	0	
0.816117	0.50271	0.816117	0.50271	0	0	
0.97224	0.19093	0.97224	0.19093	0	0	
0.800858	0.513664	0.800858	0.513664	0	0	
0.746682	0.754591	0.746682	0.754591	0	0	
1.06869	0.111469	1.06869	0.111469	0	0	
0.154776	1.10678	0.154776	1.10678	0	0	
0.97237	0.282019	0.97237	0.282019	0	0	
0.936816	0.491769	0.936816	0.491769	0	0	
0.417137	0.961503	0.417137	0.961503	0	0	
0.507213	0.92228	0.507213	0.92228	0	0	
0.777646	0.652174	0.777646	0.652174	0	0	
0.18191	0.988117	0.18191	0.988117	0	0	
0.284295	0.9639	0.284295	0.9639	0	0	
0.760274	0.756814	0.760274	0.756814	0	0	
0.850633	0.493722	0.850633	0.493722	0	0	
0.98366	0.174619	0.98366	0.174619	0	0	
0.807827	0.594054	0.807827	0.594054	0	0	
0.62694	0.776057	0.62694	0.776057	0	0	
0.158774	1.06269	0.158774	1.06269	0	0	
0.835942	0.55358	0.835942	0.55358	0	0	
0.584626	0.817421	0.584626	0.817421	0	0	
0.264945	0.980462	0.264945	0.980462	0	0	
0.520857	0.851794	0.520857	0.851794	0	0	
0.689392	0.775913	0.689392	0.775913	0	0	



#Generation 29 / 100
currentGen	29
evaluateCount	1450
totalTime	1.81191
firstFrontCount	30
frontCount	2
avgEvalTime	6.338e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.759683	0.734498	0.759683	0.734498	0	0	
1.01503	0.0980953	1.01503	0.0980953	0	0	
0.472484	0.951111	0.472484	0.951111	0	0	
0.608827	0.773866	0.608827	0.773866	0	0	
0.533678	0.799174	0.533678	0.799174	0	0	
0.583131	0.786723	0.583131	0.786723	0	0	
0.488895	0.881925	0.488895	0.881925	0	0	
0.196632	0.955074	0.196632	0.955074	0	0	
0.937523	0.475693	0.937523	0.475693	0	0	
0.972922	0.172712	0.972922	0.172712	0	0	
0.776984	0.618208	0.776984	0.618208	0	0	
0.0792639	1.05527	0.0792639	1.05527	0	0	
0.176357	0.967352	0.176357	0.967352	0	0	
0.848917	0.490205	0.848917	0.490205	0	0	
0.964713	0.297167	0.964713	0.297167	0	0	
0.858624	0.484258	0.858624	0.484258	0	0	
0.15655	1.0487	0.15655	1.0487	0	0	
0.45939	0.954364	0.45939	0.954364	0	0	
0.965491	0.26551	0.965491	0.26551	0	0	
0.773198	0.693298	0.773198	0.693298	0	0	
0.696994	0.766165	0.696994	0.766165	0	0	
0.810461	0.513619	0.810461	0.513619	0	0	
0.55584	0.799121	0.55584	0.799121	0	0	
0.941393	0.469333	0.941393	0.469333	0	0	
0.49624	0.829505	0.49624	0.829505	0	0	
0.477129	0.905759	0.477129	0.905759	0	0	
0.816117	0.50271	0.816117	0.50271	0	0	
0.97224	0.19093	0.97224	0.19093	0	0	
0.800858	0.513664	0.800858	0.513664	0	0	
0.746682	0.754591	0.746682	0.754591	0	0	
0.154776	1.10678	0.154776	1.10678	0	0	
1.06869	0.111469	1.06869	0.111469	0	0	
0.97237	0.282019	0.97237	0.282019	0	0	
0.936816	0.491769	0.936816	0.491769	0	0	
0.417137	0.961503	0.417137	0.961503	0	0	
0.98366	0.174619	0.98366	0.174619	0	0	
0.507213	0.92228	0.507213	0.92228	0	0	
0.760274	0.756814	0.760274	0.756814	0	0	
0.777646	0.652174	0.777646	0.652174	0	0	
0.18191	0.988117	0.18191	0.988117	0	0	
0.584626	0.817421	0.584626	0.817421	0	0	
0.520857	0.851794	0.520857	0.851794	0	0	
0.284295	0.9639	0.284295	0.9639	0	0	
0.850633	0.493722	0.850633	0.493722	0	0	
0.689392	0.775913	0.689392	0.775913	0	0	
0.62694	0.776057	0.62694	0.776057	0	0	
0.158774	1.06269	0.158774	1.06269	0	0	
0.807827	0.594054	0.807827	0.594054	0	0	
0.264945	0.980462	0.264945	0.980462	0	0	
0.835942	0.55358	0.835942	0.55358	0	0	



#Generation 30 / 100
currentGen	30
evaluateCount	1500
totalTime	1.83903
firstFrontCount	29
frontCount	2
avgEvalTime	9.67e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.759683	0.734498	0.759683	0.734498	0	0	
1.01503	0.0980953	1.01503	0.0980953	0	0	
0.472484	0.951111	0.472484	0.951111	0	0	
0.608827	0.773866	0.608827	0.773866	0	0	
0.533678	0.799174	0.533678	0.799174	0	0	
0.583131	0.786723	0.583131	0.786723	0	0	
0.488895	0.881925	0.488895	0.881925	0	0	
0.196632	0.955074	0.196632	0.955074	0	0	
0.937523	0.475693	0.937523	0.475693	0	0	
0.972922	0.172712	0.972922	0.172712	0	0	
0.776984	0.618208	0.776984	0.618208	0	0	
0.176357	0.967352	0.176357	0.967352	0	0	
0.848917	0.490205	0.848917	0.490205	0	0	
0.858624	0.484258	0.858624	0.484258	0	0	
0.45939	0.954364	0.45939	0.954364	0	0	
0.965491	0.26551	0.965491	0.26551	0	0	
0.773198	0.693298	0.773198	0.693298	0	0	
0.696994	0.766165	0.696994	0.766165	0	0	
0.810461	0.513619	0.810461	0.513619	0	0	
0.55584	0.799121	0.55584	0.799121	0	0	
0.941393	0.469333	0.941393	0.469333	0	0	
0.49624	0.829505	0.49624	0.829505	0	0	
0.477129	0.905759	0.477129	0.905759	0	0	
0.816117	0.50271	0.816117	0.50271	0	0	
0.97224	0.19093	0.97224	0.19093	0	0	
0.800858	0.513664	0.800858	0.513664	0	0	
0.746682	0.754591	0.746682	0.754591	0	0	
0.0789128	1.0137	0.0789128	1.0137	0	0	
0.958539	0.290001	0.958539	0.290001	0	0	
0.0792639	1.05527	0.0792639	1.05527	0	0	
0.964713	0.297167	0.964713	0.297167	0	0	
0.15655	1.0487	0.15655	1.0487	0	0	
1.06869	0.111469	1.06869	0.111469	0	0	
0.97237	0.282019	0.97237	0.282019	0	0	
0.936816	0.491769	0.936816	0.491769	0	0	
0.417137	0.961503	0.417137	0.961503	0	0	
0.98366	0.174619	0.98366	0.174619	0	0	
0.507213	0.92228	0.507213	0.92228	0	0	
0.760274	0.756814	0.760274	0.756814	0	0	
0.777646	0.652174	0.777646	0.652174	0	0	
0.18191	0.988117	0.18191	0.988117	0	0	
0.584626	0.817421	0.584626	0.817421	0	0	
0.520857	0.851794	0.520857	0.851794	0	0	
0.284295	0.9639	0.284295	0.9639	0	0	
0.850633	0.493722	0.850633	0.493722	0	0	
0.689392	0.775913	0.689392	0.775913	0	0	
0.62694	0.776057	0.62694	0.776057	0	0	
0.807827	0.594054	0.807827	0.594054	0	0	
0.264945	0.980462	0.264945	0.980462	0	0	
0.835942	0.55358	0.835942	0.55358	0	0	



#Generation 31 / 100
currentGen	31
evaluateCount	1550
totalTime	1.94632
firstFrontCount	29
frontCount	2
avgEvalTime	7.372e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.759683	0.734498	0.759683	0.734498	0	0	
1.01503	0.0980953	1.01503	0.0980953	0	0	
0.472484	0.951111	0.472484	0.951111	0	0	
0.608827	0.773866	0.608827	0.773866	0	0	
0.533678	0.799174	0.533678	0.799174	0	0	
0.583131	0.786723	0.583131	0.786723	0	0	
0.488895	0.881925	0.488895	0.881925	0	0	
0.196632	0.955074	0.196632	0.955074	0	0	
0.937523	0.475693	0.937523	0.475693	0	0	
0.972922	0.172712	0.972922	0.172712	0	0	
0.776984	0.618208	0.776984	0.618208	0	0	
0.176357	0.967352	0.176357	0.967352	0	0	
0.848917	0.490205	0.848917	0.490205	0	0	
0.858624	0.484258	0.858624	0.484258	0	0	
0.45939	0.954364	0.45939	0.954364	0	0	
0.965491	0.26551	0.965491	0.26551	0	0	
0.773198	0.693298	0.773198	0.693298	0	0	
0.696994	0.766165	0.696994	0.766165	0	0	
0.810461	0.513619	0.810461	0.513619	0	0	
0.55584	0.799121	0.55584	0.799121	0	0	
0.941393	0.469333	0.941393	0.469333	0	0	
0.49624	0.829505	0.49624	0.829505	0	0	
0.477129	0.905759	0.477129	0.905759	0	0	
0.816117	0.50271	0.816117	0.50271	0	0	
0.97224	0.19093	0.97224	0.19093	0	0	
0.800858	0.513664	0.800858	0.513664	0	0	
0.746682	0.754591	0.746682	0.754591	0	0	
0.0789128	1.0137	0.0789128	1.0137	0	0	
0.958539	0.290001	0.958539	0.290001	0	0	
0.0792639	1.05527	0.0792639	1.05527	0	0	
0.964713	0.297167	0.964713	0.297167	0	0	
0.15655	1.0487	0.15655	1.0487	0	0	
1.06869	0.111469	1.06869	0.111469	0	0	
0.97237	0.282019	0.97237	0.282019	0	0	
0.936816	0.491769	0.936816	0.491769	0	0	
0.417137	0.961503	0.417137	0.961503	0	0	
0.98366	0.174619	0.98366	0.174619	0	0	
0.507213	0.92228	0.507213	0.92228	0	0	
0.760274	0.756814	0.760274	0.756814	0	0	
0.777646	0.652174	0.777646	0.652174	0	0	
0.18191	0.988117	0.18191	0.988117	0	0	
0.584626	0.817421	0.584626	0.817421	0	0	
0.520857	0.851794	0.520857	0.851794	0	0	
0.284295	0.9639	0.284295	0.9639	0	0	
0.850633	0.493722	0.850633	0.493722	0	0	
0.689392	0.775913	0.689392	0.775913	0	0	
0.62694	0.776057	0.62694	0.776057	0	0	
0.807827	0.594054	0.807827	0.594054	0	0	
0.264945	0.980462	0.264945	0.980462	0	0	
0.835942	0.55358	0.835942	0.55358	0	0	



#Generation 32 / 100
currentGen	32
evaluateCount	1600
totalTime	1.97291
firstFrontCount	29
frontCount	2
avgEvalTime	6.536e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.759683	0.734498	0.759683	0.734498	0	0	
1.01503	0.0980953	1.01503	0.0980953	0	0	
0.472484	0.951111	0.472484	0.951111	0	0	
0.608827	0.773866	0.608827	0.773866	0	0	
0.533678	0.799174	0.533678	0.799174	0	0	
0.583131	0.786723	0.583131	0.786723	0	0	
0.488895	0.881925	0.488895	0.881925	0	0	
0.196632	0.955074	0.196632	0.955074	0	0	
0.937523	0.475693	0.937523	0.475693	0	0	
0.972922	0.172712	0.972922	0.172712	0	0	
0.776984	0.618208	0.776984	0.618208	0	0	
0.176357	0.967352	0.176357	0.967352	0	0	
0.848917	0.490205	0.848917	0.490205	0	0	
0.858624	0.484258	0.858624	0.484258	0	0	
0.45939	0.954364	0.45939	0.954364	0	0	
0.773198	0.693298	0.773198	0.693298	0	0	
0.696994	0.766165	0.696994	0.766165	0	0	
0.810461	0.513619	0.810461	0.513619	0	0	
0.55584	0.799121	0.55584	0.799121	0	0	
0.941393	0.469333	0.941393	0.469333	0	0	
0.49624	0.829505	0.49624	0.829505	0	0	
0.477129	0.905759	0.477129	0.905759	0	0	
0.816117	0.50271	0.816117	0.50271	0	0	
0.800858	0.513664	0.800858	0.513664	0	0	
